,Dataset,Value,Method,Algorithm,Repetition
2140,Petralia IRS,0.85,"ACF, correlation only",ACF+RF,35
2141,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,35
2142,Petralia IRS,0.8207792207792208,"ACF, correlation only",ACF+SVC,35
2143,Petralia IRS,0.7612554112554113,"ACF, correlation only",ACF+RF,35
2144,Petralia IRS,0.802922077922078,"ACF, correlation only",ACF+Ridge,35
2145,Petralia IRS,0.821969696969697,"ACF, correlation only",ACF+SVC,35
2146,Petralia IRS,0.7113095238095237,"ACF, correlation only",ACF+RF,35
2147,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,35
2148,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,35
2149,Petralia IRS,0.7694444444444444,"ACF, correlation only",ACF+RF,35
2150,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,35
2151,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,35
2152,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+RF,35
2153,Petralia IRS,0.6461760461760462,"ACF, correlation only",ACF+Ridge,35
2154,Petralia IRS,0.834469696969697,"ACF, correlation only",ACF+SVC,35
2155,Petralia IRS,0.8527777777777779,"ACF, correlation only",ACF+RF,35
2156,Petralia IRS,0.7553030303030303,"ACF, correlation only",ACF+Ridge,35
2157,Petralia IRS,0.6583333333333333,"ACF, correlation only",ACF+SVC,35
2158,Petralia IRS,0.6,"ACF, correlation only",ACF+RF,35
2159,Petralia IRS,0.7617424242424242,"ACF, correlation only",ACF+Ridge,35
2160,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,36
2161,Petralia IRS with Covariable,0.8166666666666667,"ACF, with covariable",ACF+RF,36
2162,Petralia IRS with Covariable,0.8154761904761905,"ACF, with covariable",ACF+Ridge,36
2163,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+SVC,36
2164,Petralia IRS with Covariable,0.7625,"ACF, with covariable",ACF+RF,36
2165,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,36
2166,Petralia IRS with Covariable,0.8797619047619047,"ACF, with covariable",ACF+SVC,36
2167,Petralia IRS with Covariable,0.8833333333333333,"ACF, with covariable",ACF+RF,36
2168,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,36
2169,Petralia IRS with Covariable,0.7219696969696969,"ACF, with covariable",ACF+SVC,36
2170,Petralia IRS with Covariable,0.6259157509157509,"ACF, with covariable",ACF+RF,36
2171,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,36
2172,Petralia IRS with Covariable,0.7506944444444444,"ACF, with covariable",ACF+SVC,36
2173,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,36
2174,Petralia IRS with Covariable,0.8430555555555556,"ACF, with covariable",ACF+Ridge,36
2175,Petralia IRS with Covariable,0.9404761904761905,"ACF, with covariable",ACF+SVC,36
2176,Petralia IRS with Covariable,0.8445887445887446,"ACF, with covariable",ACF+RF,36
2177,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,36
2178,Petralia IRS with Covariable,0.8351190476190476,"ACF, with covariable",ACF+SVC,36
2179,Petralia IRS with Covariable,0.8277777777777778,"ACF, with covariable",ACF+RF,36
2180,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,36
2181,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,36
2182,Petralia IRS with Covariable,0.9020833333333333,"ACF, with covariable",ACF+RF,36
2183,Petralia IRS with Covariable,0.7803030303030303,"ACF, with covariable",ACF+Ridge,36
2184,Petralia IRS with Covariable,0.7217261904761905,"ACF, with covariable",ACF+SVC,36
2185,Petralia IRS with Covariable,0.7833333333333333,"ACF, with covariable",ACF+RF,36
2186,Petralia IRS with Covariable,0.7761363636363636,"ACF, with covariable",ACF+Ridge,36
2187,Petralia IRS with Covariable,0.7592261904761904,"ACF, with covariable",ACF+SVC,36
2188,Petralia IRS with Covariable,0.7931818181818182,"ACF, with covariable",ACF+RF,36
2189,Petralia IRS with Covariable,0.7227564102564102,"ACF, with covariable",ACF+Ridge,36
2190,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,36
2191,Petralia IRS,0.7515873015873016,"ACF, correlation only",ACF+RF,36
2192,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,36
2193,Petralia IRS,0.8297619047619047,"ACF, correlation only",ACF+SVC,36
2194,Petralia IRS,0.9015873015873015,"ACF, correlation only",ACF+RF,36
2195,Petralia IRS,0.9131944444444444,"ACF, correlation only",ACF+Ridge,36
2196,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+SVC,36
2197,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+RF,36
2198,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,36
2199,Petralia IRS,0.7210317460317461,"ACF, correlation only",ACF+SVC,36
2200,Petralia IRS,0.7645833333333333,"ACF, correlation only",ACF+RF,36
2201,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,36
2202,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,36
2203,Petralia IRS,0.7612554112554113,"ACF, correlation only",ACF+RF,36
2204,Petralia IRS,0.802922077922078,"ACF, correlation only",ACF+Ridge,36
2205,Petralia IRS,0.821969696969697,"ACF, correlation only",ACF+SVC,36
2206,Petralia IRS,0.6577380952380952,"ACF, correlation only",ACF+RF,36
2207,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,36
2208,Petralia IRS,0.7957792207792207,"ACF, correlation only",ACF+SVC,36
2209,Petralia IRS,0.8725649350649352,"ACF, correlation only",ACF+RF,36
2210,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,36
2211,Petralia IRS,0.8944444444444444,"ACF, correlation only",ACF+SVC,36
2212,Petralia IRS,0.7354166666666666,"ACF, correlation only",ACF+RF,36
2213,Petralia IRS,0.946969696969697,"ACF, correlation only",ACF+Ridge,36
2214,Petralia IRS,0.834469696969697,"ACF, correlation only",ACF+SVC,36
2215,Petralia IRS,0.8515873015873017,"ACF, correlation only",ACF+RF,36
2216,Petralia IRS,0.7261363636363636,"ACF, correlation only",ACF+Ridge,36
2217,Petralia IRS,0.6583333333333333,"ACF, correlation only",ACF+SVC,36
2218,Petralia IRS,0.7015151515151514,"ACF, correlation only",ACF+RF,36
2219,Petralia IRS,0.775,"ACF, correlation only",ACF+Ridge,36
2220,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,37
2221,Petralia IRS with Covariable,0.7515873015873016,"ACF, with covariable",ACF+RF,37
2222,Petralia IRS with Covariable,0.8154761904761905,"ACF, with covariable",ACF+Ridge,37
2223,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+SVC,37
2224,Petralia IRS with Covariable,0.8631944444444444,"ACF, with covariable",ACF+RF,37
2225,Petralia IRS with Covariable,0.9015873015873016,"ACF, with covariable",ACF+Ridge,37
2226,Petralia IRS with Covariable,0.8130952380952381,"ACF, with covariable",ACF+SVC,37
2227,Petralia IRS with Covariable,0.8488095238095238,"ACF, with covariable",ACF+RF,37
2228,Petralia IRS with Covariable,0.8258928571428572,"ACF, with covariable",ACF+Ridge,37
2229,Petralia IRS with Covariable,0.783080808080808,"ACF, with covariable",ACF+SVC,37
2230,Petralia IRS with Covariable,0.6259157509157509,"ACF, with covariable",ACF+RF,37
2231,Petralia IRS with Covariable,0.8850649350649351,"ACF, with covariable",ACF+Ridge,37
2232,Petralia IRS with Covariable,0.9253968253968254,"ACF, with covariable",ACF+SVC,37
2233,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,37
2234,Petralia IRS with Covariable,0.7347222222222223,"ACF, with covariable",ACF+Ridge,37
2235,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,37
2236,Petralia IRS with Covariable,0.9112554112554112,"ACF, with covariable",ACF+RF,37
2237,Petralia IRS with Covariable,0.9154761904761906,"ACF, with covariable",ACF+Ridge,37
2238,Petralia IRS with Covariable,0.7166125541125541,"ACF, with covariable",ACF+SVC,37
2239,Petralia IRS with Covariable,0.8249458874458875,"ACF, with covariable",ACF+RF,37
2240,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,37
2241,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,37
2242,Petralia IRS with Covariable,0.9020833333333333,"ACF, with covariable",ACF+RF,37
2243,Petralia IRS with Covariable,0.7625000000000001,"ACF, with covariable",ACF+Ridge,37
2244,Petralia IRS with Covariable,0.7339285714285715,"ACF, with covariable",ACF+SVC,37
2245,Petralia IRS with Covariable,0.694047619047619,"ACF, with covariable",ACF+RF,37
2246,Petralia IRS with Covariable,0.7303030303030302,"ACF, with covariable",ACF+Ridge,37
2247,Petralia IRS with Covariable,0.6833333333333333,"ACF, with covariable",ACF+SVC,37
2248,Petralia IRS with Covariable,0.6,"ACF, with covariable",ACF+RF,37
2249,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,37
2250,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,37
2251,Petralia IRS,0.838095238095238,"ACF, correlation only",ACF+RF,37
2252,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,37
2253,Petralia IRS,0.859920634920635,"ACF, correlation only",ACF+SVC,37
2254,Petralia IRS,0.7904761904761906,"ACF, correlation only",ACF+RF,37
2255,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,37
2256,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,37
2257,Petralia IRS,0.8833333333333333,"ACF, correlation only",ACF+RF,37
2258,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,37
2259,Petralia IRS,0.8182539682539682,"ACF, correlation only",ACF+SVC,37
2260,Petralia IRS,0.8402777777777777,"ACF, correlation only",ACF+RF,37
2261,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,37
2262,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,37
2263,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+RF,37
2264,Petralia IRS,0.7612554112554113,"ACF, correlation only",ACF+Ridge,37
2265,Petralia IRS,0.821969696969697,"ACF, correlation only",ACF+SVC,37
2266,Petralia IRS,0.7178030303030303,"ACF, correlation only",ACF+RF,37
2267,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,37
2268,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,37
2269,Petralia IRS,0.8214285714285714,"ACF, correlation only",ACF+RF,37
2270,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,37
2271,Petralia IRS,0.8604166666666666,"ACF, correlation only",ACF+SVC,37
2272,Petralia IRS,0.7979166666666666,"ACF, correlation only",ACF+RF,37
2273,Petralia IRS,0.7414141414141414,"ACF, correlation only",ACF+Ridge,37
2274,Petralia IRS,0.834469696969697,"ACF, correlation only",ACF+SVC,37
2275,Petralia IRS,0.834469696969697,"ACF, correlation only",ACF+RF,37
2276,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,37
2277,Petralia IRS,0.7348484848484849,"ACF, correlation only",ACF+SVC,37
2278,Petralia IRS,0.6075757575757575,"ACF, correlation only",ACF+RF,37
2279,Petralia IRS,0.7791666666666666,"ACF, correlation only",ACF+Ridge,37
2280,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,38
2281,Petralia IRS with Covariable,0.7833333333333333,"ACF, with covariable",ACF+RF,38
2282,Petralia IRS with Covariable,0.6892857142857143,"ACF, with covariable",ACF+Ridge,38
2283,Petralia IRS with Covariable,0.9015873015873015,"ACF, with covariable",ACF+SVC,38
2284,Petralia IRS with Covariable,0.8238095238095238,"ACF, with covariable",ACF+RF,38
2285,Petralia IRS with Covariable,0.8557539682539683,"ACF, with covariable",ACF+Ridge,38
2286,Petralia IRS with Covariable,0.8130952380952381,"ACF, with covariable",ACF+SVC,38
2287,Petralia IRS with Covariable,0.8833333333333333,"ACF, with covariable",ACF+RF,38
2288,Petralia IRS with Covariable,0.8258928571428572,"ACF, with covariable",ACF+Ridge,38
2289,Petralia IRS with Covariable,0.783080808080808,"ACF, with covariable",ACF+SVC,38
2290,Petralia IRS with Covariable,0.6884157509157509,"ACF, with covariable",ACF+RF,38
2291,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,38
2292,Petralia IRS with Covariable,0.9092261904761905,"ACF, with covariable",ACF+SVC,38
2293,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,38
2294,Petralia IRS with Covariable,0.7694444444444444,"ACF, with covariable",ACF+Ridge,38
2295,Petralia IRS with Covariable,0.8738095238095238,"ACF, with covariable",ACF+SVC,38
2296,Petralia IRS with Covariable,0.8803030303030304,"ACF, with covariable",ACF+RF,38
2297,Petralia IRS with Covariable,0.9154761904761906,"ACF, with covariable",ACF+Ridge,38
2298,Petralia IRS with Covariable,0.8351190476190476,"ACF, with covariable",ACF+SVC,38
2299,Petralia IRS with Covariable,0.7916666666666666,"ACF, with covariable",ACF+RF,38
2300,Petralia IRS with Covariable,0.8113095238095238,"ACF, with covariable",ACF+Ridge,38
2301,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,38
2302,Petralia IRS with Covariable,0.7964285714285714,"ACF, with covariable",ACF+RF,38
2303,Petralia IRS with Covariable,0.7865530303030304,"ACF, with covariable",ACF+Ridge,38
2304,Petralia IRS with Covariable,0.7761363636363636,"ACF, with covariable",ACF+SVC,38
2305,Petralia IRS with Covariable,0.6833333333333333,"ACF, with covariable",ACF+RF,38
2306,Petralia IRS with Covariable,0.7303030303030302,"ACF, with covariable",ACF+Ridge,38
2307,Petralia IRS with Covariable,0.7117424242424242,"ACF, with covariable",ACF+SVC,38
2308,Petralia IRS with Covariable,0.6700757575757575,"ACF, with covariable",ACF+RF,38
2309,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,38
2310,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,38
2311,Petralia IRS,0.8063492063492064,"ACF, correlation only",ACF+RF,38
2312,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,38
2313,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+SVC,38
2314,Petralia IRS,0.8633928571428571,"ACF, correlation only",ACF+RF,38
2315,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,38
2316,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,38
2317,Petralia IRS,0.7890873015873017,"ACF, correlation only",ACF+RF,38
2318,Petralia IRS,0.7821428571428571,"ACF, correlation only",ACF+Ridge,38
2319,Petralia IRS,0.7444444444444445,"ACF, correlation only",ACF+SVC,38
2320,Petralia IRS,0.8849206349206349,"ACF, correlation only",ACF+RF,38
2321,Petralia IRS,0.7166666666666667,"ACF, correlation only",ACF+Ridge,38
2322,Petralia IRS,0.9707792207792207,"ACF, correlation only",ACF+SVC,38
2323,Petralia IRS,0.9112554112554112,"ACF, correlation only",ACF+RF,38
2324,Petralia IRS,0.793452380952381,"ACF, correlation only",ACF+Ridge,38
2325,Petralia IRS,0.7594696969696969,"ACF, correlation only",ACF+SVC,38
2326,Petralia IRS,0.6577380952380952,"ACF, correlation only",ACF+RF,38
2327,Petralia IRS,0.8988095238095237,"ACF, correlation only",ACF+Ridge,38
2328,Petralia IRS,0.8624458874458875,"ACF, correlation only",ACF+SVC,38
2329,Petralia IRS,0.7064935064935065,"ACF, correlation only",ACF+RF,38
2330,Petralia IRS,0.7672619047619047,"ACF, correlation only",ACF+Ridge,38
2331,Petralia IRS,0.961111111111111,"ACF, correlation only",ACF+SVC,38
2332,Petralia IRS,0.7979166666666666,"ACF, correlation only",ACF+RF,38
2333,Petralia IRS,0.8803030303030304,"ACF, correlation only",ACF+Ridge,38
2334,Petralia IRS,0.771969696969697,"ACF, correlation only",ACF+SVC,38
2335,Petralia IRS,0.6505952380952381,"ACF, correlation only",ACF+RF,38
2336,Petralia IRS,0.7303030303030302,"ACF, correlation only",ACF+Ridge,38
2337,Petralia IRS,0.7380952380952381,"ACF, correlation only",ACF+SVC,38
2338,Petralia IRS,0.5515151515151515,"ACF, correlation only",ACF+RF,38
2339,Petralia IRS,0.775,"ACF, correlation only",ACF+Ridge,38
2340,Petralia IRS with Covariable,0.7440476190476191,"ACF, with covariable",ACF+SVC,39
2341,Petralia IRS with Covariable,0.7833333333333333,"ACF, with covariable",ACF+RF,39
2342,Petralia IRS with Covariable,0.7182539682539683,"ACF, with covariable",ACF+Ridge,39
2343,Petralia IRS with Covariable,0.8339285714285715,"ACF, with covariable",ACF+SVC,39
2344,Petralia IRS with Covariable,0.79375,"ACF, with covariable",ACF+RF,39
2345,Petralia IRS with Covariable,0.9131944444444444,"ACF, with covariable",ACF+Ridge,39
2346,Petralia IRS with Covariable,0.9154761904761904,"ACF, with covariable",ACF+SVC,39
2347,Petralia IRS with Covariable,0.8488095238095238,"ACF, with covariable",ACF+RF,39
2348,Petralia IRS with Covariable,0.7821428571428571,"ACF, with covariable",ACF+Ridge,39
2349,Petralia IRS with Covariable,0.821969696969697,"ACF, with covariable",ACF+SVC,39
2350,Petralia IRS with Covariable,0.675915750915751,"ACF, with covariable",ACF+RF,39
2351,Petralia IRS with Covariable,0.7979166666666666,"ACF, with covariable",ACF+Ridge,39
2352,Petralia IRS with Covariable,0.8182539682539682,"ACF, with covariable",ACF+SVC,39
2353,Petralia IRS with Covariable,1.0,"ACF, with covariable",ACF+RF,39
2354,Petralia IRS with Covariable,0.8944444444444445,"ACF, with covariable",ACF+Ridge,39
2355,Petralia IRS with Covariable,0.8803030303030304,"ACF, with covariable",ACF+SVC,39
2356,Petralia IRS with Covariable,0.7803030303030303,"ACF, with covariable",ACF+RF,39
2357,Petralia IRS with Covariable,0.9571428571428571,"ACF, with covariable",ACF+Ridge,39
2358,Petralia IRS with Covariable,0.7832792207792207,"ACF, with covariable",ACF+SVC,39
2359,Petralia IRS with Covariable,0.7819444444444444,"ACF, with covariable",ACF+RF,39
2360,Petralia IRS with Covariable,0.8708333333333333,"ACF, with covariable",ACF+Ridge,39
2361,Petralia IRS with Covariable,0.8541666666666666,"ACF, with covariable",ACF+SVC,39
2362,Petralia IRS with Covariable,0.7833333333333333,"ACF, with covariable",ACF+RF,39
2363,Petralia IRS with Covariable,0.7844696969696969,"ACF, with covariable",ACF+Ridge,39
2364,Petralia IRS with Covariable,0.8488095238095239,"ACF, with covariable",ACF+SVC,39
2365,Petralia IRS with Covariable,0.7833333333333333,"ACF, with covariable",ACF+RF,39
2366,Petralia IRS with Covariable,0.834469696969697,"ACF, with covariable",ACF+Ridge,39
2367,Petralia IRS with Covariable,0.6265151515151515,"ACF, with covariable",ACF+SVC,39
2368,Petralia IRS with Covariable,0.6208333333333333,"ACF, with covariable",ACF+RF,39
2369,Petralia IRS with Covariable,0.7791666666666666,"ACF, with covariable",ACF+Ridge,39
2370,Petralia IRS,0.8166666666666667,"ACF, correlation only",ACF+SVC,39
2371,Petralia IRS,0.8063492063492064,"ACF, correlation only",ACF+RF,39
2372,Petralia IRS,0.6863095238095238,"ACF, correlation only",ACF+Ridge,39
2373,Petralia IRS,0.8666666666666667,"ACF, correlation only",ACF+SVC,39
2374,Petralia IRS,0.838095238095238,"ACF, correlation only",ACF+RF,39
2375,Petralia IRS,0.9154761904761904,"ACF, correlation only",ACF+Ridge,39
2376,Petralia IRS,0.8488095238095238,"ACF, correlation only",ACF+SVC,39
2377,Petralia IRS,0.7890873015873017,"ACF, correlation only",ACF+RF,39
